"customer_id","f_name","l_name","state","address","order_id","order_date","customer_id-2","seller_id","order_status","shipping_providers","days_took_to_ship"
567,"Yvonne","Green","Ohio","XXXX",18905,"2021-04-25",567,25,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",10795,"2021-03-23",567,11,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",4977,"2021-03-03",567,2,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",19107,"2021-01-29",567,35,"Completed","fedex",4
567,"Yvonne","Green","Ohio","XXXX",3914,"2020-12-04",567,3,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",13705,"2020-11-19",567,24,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",12684,"2020-05-17",567,22,"Completed","fedex",5
567,"Yvonne","Green","Ohio","XXXX",5131,"2020-04-17",567,4,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",20970,"2024-05-15",568,21,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",3014,"2024-01-21",568,1,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",8374,"2024-01-06",568,2,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",14328,"2023-07-09",568,4,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",9381,"2023-06-28",568,2,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",6983,"2023-04-25",568,4,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",7801,"2023-04-18",568,2,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",15360,"2023-04-15",568,50,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",19494,"2023-04-07",568,31,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",6898,"2022-11-15",568,1,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",862,"2022-10-31",568,2,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",12545,"2022-09-26",568,2,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",14592,"2022-05-02",568,10,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",3110,"2022-04-29",568,4,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",11361,"2022-04-22",568,23,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",18697,"2021-11-21",568,31,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",6610,"2021-11-11",568,1,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",3219,"2021-09-23",568,5,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",19422,"2021-09-12",568,34,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",17791,"2021-08-05",568,21,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",18233,"2021-06-14",568,30,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",17367,"2021-06-10",568,35,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",14579,"2021-05-11",568,24,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",1162,"2021-05-05",568,3,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",8296,"2021-04-04",568,3,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",20647,"2021-04-02",568,24,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",13459,"2021-02-17",568,1,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",1119,"2021-01-31",568,4,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",6029,"2021-01-21",568,3,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",14131,"2020-11-04",568,5,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",11396,"2020-11-01",568,8,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",8846,"2020-10-11",568,4,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",16750,"2020-07-04",568,35,"Completed","fedex",4
568,"Carla","Johnson","Ohio","XXXX",18441,"2020-02-29",568,26,"Completed","fedex",5
568,"Carla","Johnson","Ohio","XXXX",4232,"2020-01-08",568,2,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",14737,"2023-11-28",569,3,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",61,"2023-11-22",569,1,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",12487,"2023-09-14",569,5,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",20630,"2023-09-13",569,31,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",11643,"2023-09-08",569,2,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",19710,"2023-09-01",569,28,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",18482,"2023-08-12",569,30,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",16911,"2023-07-26",569,22,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",15652,"2023-07-16",569,25,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",15642,"2023-07-05",569,24,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",4143,"2023-06-28",569,3,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",17768,"2023-05-08",569,31,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",10222,"2023-04-21",569,21,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",16747,"2023-04-17",569,31,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",9764,"2023-04-14",569,3,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",12987,"2023-04-03",569,22,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",18719,"2023-03-24",569,35,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",1944,"2022-12-17",569,5,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",6721,"2022-12-03",569,4,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",8141,"2022-10-30",569,5,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",10336,"2022-10-30",569,21,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",6149,"2022-09-30",569,4,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",9477,"2022-09-24",569,1,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",126,"2022-09-10",569,5,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",12839,"2022-09-04",569,23,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",12571,"2022-08-07",569,22,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",15745,"2022-06-16",569,31,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",8844,"2022-06-05",569,2,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",1489,"2022-05-21",569,1,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",19272,"2022-04-12",569,22,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",3864,"2022-03-25",569,2,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",20194,"2022-03-25",569,28,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",13602,"2022-03-13",569,7,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",7927,"2022-02-03",569,5,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",2398,"2022-01-24",569,5,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",5979,"2021-12-31",569,4,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",8041,"2021-12-24",569,1,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",9414,"2021-11-09",569,4,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",8564,"2021-08-25",569,1,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",14754,"2021-07-29",569,1,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",19932,"2021-06-04",569,32,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",4244,"2021-05-14",569,1,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",3871,"2021-04-13",569,4,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",10394,"2021-02-03",569,2,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",5323,"2020-12-31",569,4,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",82,"2020-10-02",569,5,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",6501,"2020-08-05",569,4,"Completed","fedex",5
569,"Gina","Scott","Ohio","XXXX",2458,"2020-07-27",569,3,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",7198,"2020-07-19",569,2,"Completed","fedex",4
569,"Gina","Scott","Ohio","XXXX",12094,"2020-01-31",569,16,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",21135,"2024-06-25",570,27,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",21531,"2024-02-15",570,14,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",19877,"2023-11-20",570,31,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",13690,"2023-09-20",570,8,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",20797,"2023-09-03",570,34,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",4916,"2023-08-11",570,1,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",11794,"2023-07-19",570,21,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",2516,"2023-07-14",570,4,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",14190,"2023-07-01",570,3,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",15921,"2023-06-29",570,32,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",15227,"2023-05-22",570,32,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",20561,"2023-05-20",570,24,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",12266,"2023-05-02",570,6,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",4922,"2023-04-26",570,4,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",7258,"2022-12-19",570,4,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",1418,"2022-12-05",570,4,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",245,"2022-11-25",570,4,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",19852,"2022-07-18",570,29,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",1190,"2022-07-02",570,2,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",20133,"2022-06-24",570,27,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",18186,"2022-06-13",570,35,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",9774,"2022-04-30",570,3,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",20526,"2022-03-11",570,31,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",11469,"2021-08-28",570,8,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",17191,"2021-08-04",570,21,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",12441,"2021-07-19",570,25,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",8218,"2021-07-04",570,5,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",7003,"2021-04-30",570,1,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",11299,"2021-04-08",570,8,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",19291,"2021-03-09",570,23,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",19810,"2021-03-02",570,24,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",15089,"2021-02-10",570,23,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",3916,"2020-12-24",570,1,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",2390,"2020-11-28",570,3,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",3814,"2020-10-23",570,4,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",16068,"2020-09-17",570,31,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",2318,"2020-07-15",570,5,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",10149,"2020-06-23",570,11,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",8095,"2020-05-22",570,3,"Completed","fedex",5
570,"Kelly","Green","Ohio","XXXX",1212,"2020-05-14",570,5,"Completed","fedex",4
570,"Kelly","Green","Ohio","XXXX",2492,"2020-03-05",570,4,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",21157,"2024-05-27",571,26,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",21589,"2024-05-24",571,21,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",21137,"2024-03-17",571,33,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",21265,"2024-02-26",571,26,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",12378,"2024-02-13",571,24,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",8331,"2023-09-23",571,1,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",10191,"2023-09-09",571,23,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",11328,"2023-07-25",571,19,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",8118,"2023-07-18",571,5,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",17840,"2023-05-29",571,34,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",13080,"2023-05-02",571,13,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",7170,"2023-04-12",571,1,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",19536,"2022-08-24",571,33,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",20189,"2022-07-18",571,22,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",2683,"2022-05-06",571,4,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",11309,"2022-04-26",571,21,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",12912,"2022-04-20",571,18,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",20301,"2022-04-17",571,24,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",4465,"2022-02-04",571,1,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",11548,"2022-02-01",571,18,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",17236,"2021-10-12",571,28,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",20233,"2021-09-09",571,20,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",12319,"2021-08-20",571,25,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",16951,"2021-07-26",571,35,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",59,"2021-07-01",571,2,"Completed","fedex",5
571,"Olivia","Brown","Ohio","XXXX",14344,"2021-06-22",571,22,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",13380,"2021-04-19",571,20,"Completed","fedex",4
571,"Olivia","Brown","Ohio","XXXX",6432,"2020-03-25",571,1,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",7627,"2023-10-19",572,2,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",17681,"2023-09-29",572,24,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",18976,"2023-09-23",572,27,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",8697,"2023-08-19",572,2,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",17185,"2023-07-13",572,24,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",1228,"2023-07-02",572,4,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",2079,"2023-05-24",572,2,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",5564,"2023-05-05",572,3,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",15971,"2023-04-07",572,23,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",17923,"2023-03-21",572,23,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",9609,"2023-01-20",572,4,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",19057,"2023-01-15",572,32,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",9246,"2022-12-13",572,1,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",8975,"2022-10-28",572,4,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",18464,"2022-09-26",572,20,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",6105,"2022-09-19",572,3,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",18848,"2022-08-28",572,27,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",12355,"2022-07-05",572,25,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",11136,"2022-05-23",572,22,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",18508,"2022-05-12",572,34,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",8356,"2022-04-14",572,3,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",6223,"2022-04-07",572,4,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",20365,"2022-04-05",572,22,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",8169,"2022-01-05",572,5,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",6360,"2021-12-23",572,3,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",20170,"2021-09-01",572,32,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",8923,"2021-06-17",572,4,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",7038,"2021-06-04",572,5,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",8472,"2021-05-10",572,3,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",2459,"2021-04-27",572,5,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",18650,"2021-04-13",572,32,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",9368,"2021-04-11",572,4,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",7319,"2021-03-26",572,1,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",10140,"2020-12-18",572,20,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",14585,"2020-10-22",572,21,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",6112,"2020-07-01",572,5,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",9376,"2020-06-27",572,1,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",4418,"2020-03-08",572,1,"Completed","fedex",5
572,"Samuel","Turner","Ohio","XXXX",9455,"2020-02-07",572,2,"Completed","fedex",4
572,"Samuel","Turner","Ohio","XXXX",7479,"2020-01-03",572,3,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",8886,"2024-01-13",573,3,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",13869,"2023-10-29",573,16,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",10041,"2023-10-02",573,19,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",668,"2023-09-27",573,1,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",17193,"2023-09-14",573,31,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",8830,"2023-09-11",573,5,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",19263,"2023-09-03",573,21,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",6592,"2023-08-02",573,5,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",13572,"2023-06-19",573,3,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",15903,"2023-06-10",573,25,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",6094,"2023-06-04",573,4,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",1145,"2023-05-14",573,3,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",12559,"2023-05-14",573,21,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",17491,"2023-05-06",573,30,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",10504,"2023-04-12",573,3,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",14180,"2023-04-12",573,8,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",10614,"2023-01-10",573,25,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",10886,"2022-12-30",573,3,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",7616,"2022-11-18",573,4,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",15684,"2022-09-14",573,33,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",3024,"2022-08-12",573,3,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",3528,"2022-08-10",573,3,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",17629,"2022-08-08",573,23,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",7471,"2022-07-09",573,3,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",11829,"2022-05-18",573,14,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",13981,"2022-05-16",573,12,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",2854,"2021-12-10",573,5,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",3989,"2021-12-07",573,2,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",10172,"2021-11-23",573,15,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",9095,"2021-11-21",573,4,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",7843,"2021-11-06",573,3,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",19716,"2021-08-14",573,22,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",6025,"2021-07-29",573,1,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",18771,"2021-05-16",573,31,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",15293,"2021-03-09",573,51,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",15587,"2020-07-14",573,25,"Completed","fedex",4
573,"Wendy","Reed","Ohio","XXXX",2226,"2020-05-03",573,5,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",9804,"2020-04-29",573,10,"Completed","fedex",5
573,"Wendy","Reed","Ohio","XXXX",3195,"2020-03-18",573,1,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",21372,"2024-05-17",574,22,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",21398,"2024-03-29",574,43,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",21377,"2024-02-24",574,42,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",1090,"2024-01-07",574,3,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",4282,"2023-12-24",574,5,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",4877,"2023-12-19",574,3,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",9815,"2023-11-27",574,18,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",602,"2023-07-10",574,4,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",2586,"2023-04-19",574,4,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",16461,"2023-03-19",574,27,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",17211,"2023-03-07",574,35,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",3913,"2023-02-09",574,2,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",10663,"2022-08-04",574,25,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",16794,"2022-07-24",574,30,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",17581,"2022-04-04",574,20,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",15138,"2022-03-19",574,48,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",2407,"2022-03-08",574,3,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",7016,"2022-03-08",574,3,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",7014,"2022-02-25",574,2,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",6664,"2021-11-06",574,2,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",19490,"2021-09-24",574,21,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",13800,"2021-07-28",574,23,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",13550,"2021-07-26",574,12,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",19064,"2021-06-25",574,30,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",17231,"2021-06-22",574,28,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",10596,"2021-05-09",574,12,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",19822,"2021-05-05",574,23,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",14406,"2021-05-03",574,17,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",19931,"2021-03-02",574,25,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",6466,"2020-12-20",574,5,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",5933,"2020-12-01",574,3,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",10033,"2020-07-15",574,4,"Completed","fedex",4
574,"Alicia","Davis","Ohio","XXXX",17336,"2020-05-07",574,23,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",10063,"2020-04-19",574,15,"Completed","fedex",5
574,"Alicia","Davis","Ohio","XXXX",15852,"2020-04-14",574,22,"Completed","fedex",4
575,"Ella","Scott","Ohio","XXXX",20997,"2024-04-20",575,32,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",21113,"2024-03-20",575,44,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",5382,"2023-10-24",575,2,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",14613,"2023-10-06",575,10,"Completed","fedex",4
575,"Ella","Scott","Ohio","XXXX",11385,"2023-09-24",575,2,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",3025,"2023-09-07",575,2,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",19532,"2023-07-14",575,20,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",14120,"2023-07-08",575,8,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",14696,"2023-05-18",575,4,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",12516,"2023-05-16",575,4,"Completed","fedex",4
575,"Ella","Scott","Ohio","XXXX",14174,"2023-05-10",575,25,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",111,"2023-02-04",575,5,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",3693,"2022-11-26",575,2,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",13836,"2022-09-20",575,24,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",18326,"2022-08-30",575,31,"Completed","fedex",5
575,"Ella","Scott","Ohio","XXXX",13134,"2022-08-22",575,1,"Completed","fedex",5
